罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,葛城２丁目,2021-10-24,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,葛城３丁目,2021-08-20,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,寒川町１丁目,2021-05-30,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,高校生,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,寒川町３丁目,2021-03-20,18,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,寒川町３丁目,2021-04-10,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,寒川町３丁目,2021-04-26,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,寒川町３丁目,2021-05-18,18,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,寒川町３丁目,2021-06-04,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲１丁目,2020-12-29,09,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲１丁目,2021-03-28,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲１丁目,2021-06-25,15,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲１丁目,2021-07-11,23,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲１丁目,2021-07-20,12,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲１丁目,2021-12-03,17,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲２丁目,2021-10-24,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2020-12-15,09,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2021-04-28,06,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2021-05-10,08,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2021-06-15,14,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2021-07-16,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2021-08-09,12,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2021-09-16,12,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2021-09-21,20,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2021-09-26,21,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2021-10-18,18,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2021-11-27,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,院内１丁目,2021-04-10,20,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,院内１丁目,2021-07-24,00,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,院内１丁目,2021-12-11,06,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,院内２丁目,2021-02-11,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,院内２丁目,2021-02-14,21,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,院内２丁目,2021-02-16,09,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,院内２丁目,2021-10-28,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,院内２丁目,2021-11-29,08,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,院内２丁目,2021-12-17,20,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,要町,2021-05-30,17,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,要町,2021-07-30,16,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,栄町,2020-12-15,02,その他,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,栄町,2021-11-02,00,その他,その他,20歳代,高校生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央１丁目,2021-02-19,14,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央１丁目,2021-03-27,15,その他,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央１丁目,2021-04-24,11,その他,その他,30歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央１丁目,2021-07-15,09,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央２丁目,2021-01-07,16,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央２丁目,2021-02-09,15,その他,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央２丁目,2021-07-21,04,４階建て以上共同住宅,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央２丁目,2021-12-09,20,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央３丁目,2020-04-08,20,その他,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央３丁目,2021-02-18,01,その他,その他,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央３丁目,2021-06-07,12,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央３丁目,2021-10-15,14,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央４丁目,2021-06-22,18,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北１丁目,2021-01-12,20,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北１丁目,2021-04-01,21,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北１丁目,2021-04-30,16,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北１丁目,2021-07-24,12,４階建て以上共同住宅,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北１丁目,2021-11-10,19,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北１丁目,不明,不明,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北２丁目,2020-11-30,04,その他の住宅（３階建て以下共同住宅等）,その他,50歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北２丁目,2021-09-06,22,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北２丁目,2021-11-04,02,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場北２丁目,2021-11-04,02,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場南２丁目,2020-12-24,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,東本町,2021-06-14,19,一戸建住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,東本町,2021-10-02,18,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,本町３丁目,2021-03-07,21,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,本町３丁目,2021-08-04,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,本町３丁目,2021-08-22,18,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,本町３丁目,2021-10-27,12,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光１丁目,2021-08-24,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光２丁目,2021-02-04,22,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光２丁目,2021-02-12,09,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光２丁目,2021-04-27,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光２丁目,不明,不明,道路上,その他,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光２丁目,不明,不明,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光２丁目,不明,不明,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光３丁目,2021-01-31,11,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光３丁目,2021-02-01,17,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光３丁目,2021-02-09,11,その他,駐車（輪）場,20歳代,大学生,施錠せず
