,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係,住所,lat,lon
118,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天１丁目,2022-08-25,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず,千葉市中央区弁天１丁目,35.615829,140.112122
119,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天１丁目,2022-09-01,16,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した,千葉市中央区弁天１丁目,35.615829,140.112122
120,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天１丁目,2022-09-03,10,その他,その他,20歳代,大学生,施錠した,千葉市中央区弁天１丁目,35.615829,140.112122
121,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天１丁目,2022-09-09,06,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した,千葉市中央区弁天１丁目,35.615829,140.112122
122,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天１丁目,2022-09-28,09,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず,千葉市中央区弁天１丁目,35.615829,140.112122
123,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天１丁目,2022-09-29,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した,千葉市中央区弁天１丁目,35.615829,140.112122
124,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天１丁目,2022-09-30,22,道路上,その他,20歳代,その他,施錠した,千葉市中央区弁天１丁目,35.615829,140.112122
125,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天１丁目,2022-10-01,17,その他の住宅（３階建て以下共同住宅等）,その他,70歳以上,その他,施錠せず,千葉市中央区弁天１丁目,35.615829,140.112122
126,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天１丁目,2022-10-04,07,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した,千葉市中央区弁天１丁目,35.615829,140.112122
127,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天１丁目,2022-10-06,18,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず,千葉市中央区弁天１丁目,35.615829,140.112122
128,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天１丁目,2022-10-19,22,道路上,その他,20歳代,その他,施錠せず,千葉市中央区弁天１丁目,35.615829,140.112122
129,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天１丁目,2022-10-23,19,道路上,その他,40歳代,その他,施錠せず,千葉市中央区弁天１丁目,35.615829,140.112122
130,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天１丁目,2022-12-01,09,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した,千葉市中央区弁天１丁目,35.615829,140.112122
131,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天２丁目,2022-02-17,15,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した,千葉市中央区弁天２丁目,35.615417,140.116486
132,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天２丁目,2022-05-07,16,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず,千葉市中央区弁天２丁目,35.615417,140.116486
133,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天２丁目,2022-05-28,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず,千葉市中央区弁天２丁目,35.615417,140.116486
134,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天２丁目,2022-07-07,09,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず,千葉市中央区弁天２丁目,35.615417,140.116486
135,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天２丁目,2022-08-11,08,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した,千葉市中央区弁天２丁目,35.615417,140.116486
136,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天２丁目,2022-08-30,06,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した,千葉市中央区弁天２丁目,35.615417,140.116486
137,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天２丁目,2022-09-12,13,駐車（輪）場,駐車（輪）場,60-64歳,その他,施錠した,千葉市中央区弁天２丁目,35.615417,140.116486
138,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天２丁目,2022-09-25,11,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず,千葉市中央区弁天２丁目,35.615417,140.116486
139,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天２丁目,2022-10-26,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず,千葉市中央区弁天２丁目,35.615417,140.116486
140,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天２丁目,2022-11-08,20,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず,千葉市中央区弁天２丁目,35.615417,140.116486
141,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天２丁目,2022-12-01,07,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず,千葉市中央区弁天２丁目,35.615417,140.116486
142,窃盗,自転車盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天２丁目,2022-12-16,11,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず,千葉市中央区弁天２丁目,35.615417,140.116486
143,窃盗,自転車盗,千葉中央,星久喜交番,121011,千葉県,千葉市中央区,川戸町,2022-01-14,11,道路上,その他,30歳代,その他,施錠せず,千葉市中央区川戸町,35.584831,140.167511
144,窃盗,自転車盗,千葉中央,星久喜交番,121011,千葉県,千葉市中央区,仁戸名町,2022-08-09,23,道路上,その他,60-64歳,その他,施錠せず,千葉市中央区仁戸名町,35.58699,140.160034
145,窃盗,自転車盗,千葉中央,星久喜交番,121011,千葉県,千葉市中央区,仁戸名町,2022-09-19,23,道路上,その他,10歳代,高校生,施錠せず,千葉市中央区仁戸名町,35.58699,140.160034
146,窃盗,自転車盗,千葉中央,星久喜交番,121011,千葉県,千葉市中央区,星久喜町,2022-08-21,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず,千葉市中央区星久喜町,35.59819,140.15152
147,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,亥鼻３丁目,2022-04-20,19,４階建て以上共同住宅,その他,10歳代,中学生,施錠せず,千葉市中央区亥鼻３丁目,35.602764,140.13092
148,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,亥鼻３丁目,2022-06-18,13,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず,千葉市中央区亥鼻３丁目,35.602764,140.13092
149,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,葛城１丁目,2022-05-23,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区葛城１丁目,35.599697,140.128479
150,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,葛城２丁目,2022-09-01,09,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず,千葉市中央区葛城２丁目,35.599712,140.131775
151,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,葛城３丁目,2022-05-15,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,大学生,施錠した,千葉市中央区葛城３丁目,35.599274,140.134293
152,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,葛城３丁目,2022-09-08,08,道路上,その他,10歳代,その他,施錠せず,千葉市中央区葛城３丁目,35.599274,140.134293
153,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,寒川町３丁目,2022-11-19,18,一戸建住宅,その他,40歳代,その他,施錠せず,千葉市中央区寒川町３丁目,35.592529,140.122787
154,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,末広２丁目,2022-02-21,01,道路上,その他,20歳代,その他,施錠せず,千葉市中央区末広２丁目,35.596252,140.125961
155,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,末広２丁目,2022-06-18,07,その他,駐車（輪）場,30歳代,その他,施錠せず,千葉市中央区末広２丁目,35.596252,140.125961
156,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲１丁目,2022-02-13,08,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず,千葉市中央区長洲１丁目,35.60265,140.122055
157,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲１丁目,2022-04-23,07,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した,千葉市中央区長洲１丁目,35.60265,140.122055
158,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲１丁目,2022-08-20,22,道路上,その他,20歳代,大学生,施錠せず,千葉市中央区長洲１丁目,35.60265,140.122055
159,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲１丁目,2022-09-19,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区長洲１丁目,35.60265,140.122055
160,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲１丁目,2022-10-27,17,道路上,その他,20歳代,大学生,施錠せず,千葉市中央区長洲１丁目,35.60265,140.122055
161,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲１丁目,2022-11-25,19,道路上,その他,20歳代,その他,施錠せず,千葉市中央区長洲１丁目,35.60265,140.122055
162,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲２丁目,2022-02-08,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した,千葉市中央区長洲２丁目,35.600307,140.123917
163,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲２丁目,2022-08-28,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠せず,千葉市中央区長洲２丁目,35.600307,140.123917
164,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,長洲２丁目,2022-11-24,19,その他,駐車（輪）場,10歳代,中学生,施錠せず,千葉市中央区長洲２丁目,35.600307,140.123917
165,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2021-08-24,07,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず,千葉市中央区港町,35.599838,140.11969
166,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2021-10-08,08,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず,千葉市中央区港町,35.599838,140.11969
167,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2022-04-07,07,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した,千葉市中央区港町,35.599838,140.11969
168,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2022-04-29,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず,千葉市中央区港町,35.599838,140.11969
169,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2022-05-02,08,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した,千葉市中央区港町,35.599838,140.11969
170,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2022-07-02,15,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠した,千葉市中央区港町,35.599838,140.11969
171,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2022-11-09,08,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した,千葉市中央区港町,35.599838,140.11969
172,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2022-12-12,21,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず,千葉市中央区港町,35.599838,140.11969
173,窃盗,自転車盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,不明,不明,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず,千葉市中央区港町,35.599838,140.11969
174,窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,院内２丁目,2022-03-05,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区院内２丁目,35.612911,140.125351
175,窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,院内２丁目,2022-04-11,19,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区院内２丁目,35.612911,140.125351
176,窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,院内２丁目,2022-05-28,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区院内２丁目,35.612911,140.125351
177,窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,要町,2022-07-14,08,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区要町,35.615555,140.120941
178,窃盗,自転車盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,要町,2022-10-20,21,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区要町,35.615555,140.120941
